Unnamed: 0,DATE,Maximum_humidity_,Average_humidity_,Minimum_humidity_,Precipitation_mm,Average_temperature_C,Maximum_temperature_C,Minimum_temperature_C,Heating_Degree_Days_Base_20_C,Heating_Degree_Days_base_18_C,Cooling_Degree_Days_Base_21_C,Average_speed_ms,Gust_speed_ms,Stay_time_min,Calm_duration_min,Ava_date,Unnamed: 0.1
3603,2019-11-13,53.0,39.0,28.0,0.0,-0.5,3.4,-3.0,19.8,17.8,0.0,1.7,11.1,450.0,10.0,1,
3604,2019-11-14,99.0,78.0,37.0,9.8,-2.8,-2.0,-3.3,22.7,20.7,0.0,1.2,6.7,360.0,20.0,1,
3605,2019-11-15,99.0,99.0,99.0,4.8,-2.5,-0.4,-4.3,22.4,20.4,0.0,,,,,1,
3606,2019-11-16,99.0,99.0,99.0,0.6,-2.5,-0.9,-4.0,22.5,20.5,0.0,,,,,0,
3607,2019-11-17,99.0,83.0,47.0,0.0,-2.5,2.0,-4.5,21.3,19.3,0.0,1.2,5.8,590.0,10.0,0,
3608,2019-11-18,99.0,85.0,68.0,0.6,-3.3,-1.0,-4.8,22.9,20.9,0.0,,,,,1,
3609,2019-11-19,99.0,99.0,97.0,1.2,-1.0,0.7,-3.1,21.2,19.2,0.0,,,,,1,
3610,2019-11-20,99.0,99.0,95.0,0.4,1.3,3.3,0.0,18.4,16.4,0.0,,,,,0,
3611,2019-11-21,99.0,98.0,92.0,1.4,0.6,1.3,-0.5,19.6,17.6,0.0,,,,,0,
3612,2019-11-22,99.0,99.0,98.0,1.2,-0.2,0.6,-0.9,20.2,18.2,0.0,,,,,1,
3613,2019-11-23,99.0,97.0,89.0,16.6,0.6,1.8,-0.3,19.3,17.3,0.0,,,,,1,
3614,2019-11-24,99.0,99.0,99.0,29.0,0.3,1.0,-0.2,19.6,17.6,0.0,,,,,1,
3615,2019-11-25,99.0,94.0,81.0,0.6,3.4,6.7,1.0,16.2,14.2,0.0,,,,,1,
3616,2019-11-26,82.0,69.0,48.0,0.0,4.6,9.6,2.1,14.2,12.2,0.0,1.0,3.1,860.0,110.0,0,
3617,2019-11-27,99.0,85.0,55.0,11.0,2.0,5.8,-0.3,17.3,15.3,0.0,,,,,1,
3618,2019-11-28,91.0,76.0,54.0,0.0,2.6,5.0,1.5,16.8,14.8,0.0,1.4,11.1,340.0,0.0,0,
3619,2019-11-29,98.0,69.0,46.0,0.2,2.2,4.4,-0.2,17.9,15.9,0.0,2.1,11.6,610.0,0.0,0,
3620,2019-11-30,65.0,49.0,24.0,0.0,1.6,7.1,-0.7,16.8,14.8,0.0,0.9,8.5,290.0,110.0,1,
3621,2019-12-01,99.0,96.0,64.0,54.2,-1.6,0.7,-2.9,21.1,19.1,0.0,,,,,1,
3622,2019-12-02,99.0,84.0,63.0,0.0,-0.7,2.9,-3.4,20.3,18.3,0.0,1.2,4.1,730.0,20.0,0,
3623,2019-12-03,95.0,85.0,64.0,0.0,-1.2,4.6,-4.5,20.0,18.0,0.0,1.0,3.2,710.0,30.0,0,
3624,2019-12-04,97.0,74.0,40.0,0.0,-3.5,-0.2,-6.7,23.5,21.5,0.0,1.4,3.2,1140.0,20.0,1,
3625,2019-12-05,47.0,41.0,26.0,0.0,1.2,7.2,-1.3,17.1,15.1,0.0,1.4,2.9,1070.0,30.0,1,
3626,2019-12-06,56.0,41.0,31.0,0.0,3.6,6.4,0.7,16.5,14.5,0.0,1.5,8.4,550.0,30.0,1,
3627,2019-12-07,55.0,43.0,29.0,0.0,5.3,8.0,2.4,14.8,12.8,0.0,1.9,12.9,380.0,0.0,1,
3628,2019-12-08,63.0,39.0,28.0,0.0,3.2,7.5,1.1,15.7,13.7,0.0,1.1,8.1,530.0,110.0,1,
3629,2019-12-09,95.0,63.0,38.0,0.0,1.0,5.1,-1.6,18.3,16.3,0.0,2.6,15.9,870.0,0.0,0,
3630,2019-12-10,58.0,35.0,17.0,0.0,0.4,3.7,-2.1,19.2,17.2,0.0,1.8,12.0,400.0,10.0,0,
3631,2019-12-11,75.0,41.0,20.0,0.0,0.9,3.4,-1.7,19.2,17.2,0.0,1.2,10.0,420.0,90.0,1,
3632,2019-12-12,96.0,54.0,25.0,0.6,-2.7,0.2,-5.2,22.5,20.5,0.0,2.0,15.0,340.0,30.0,1,
3633,2019-12-13,99.0,95.0,71.0,12.2,-3.7,-1.0,-6.9,24.0,22.0,0.0,2.7,24.5,390.0,0.0,1,
3634,2019-12-14,99.0,75.0,52.0,3.4,3.7,6.6,-1.7,17.6,15.6,0.0,2.5,16.4,670.0,0.0,1,
3635,2019-12-15,90.0,73.0,55.0,0.0,2.2,5.9,-1.5,17.8,15.8,0.0,1.0,4.3,630.0,50.0,1,
3636,2019-12-16,99.0,89.0,78.0,0.0,0.6,2.4,-0.5,19.1,17.1,0.0,,,,,0,
3637,2019-12-17,99.0,99.0,99.0,5.8,0.6,1.2,0.3,19.3,17.3,0.0,,,,,1,
3638,2019-12-18,99.0,99.0,99.0,4.2,2.2,3.4,1.0,17.8,15.8,0.0,,,,,1,
3639,2019-12-19,99.0,99.0,99.0,0.4,2.1,2.5,1.6,18.0,16.0,0.0,,,,,0,
3640,2019-12-20,99.0,99.0,91.0,49.8,0.7,2.2,-0.7,19.3,17.3,0.0,,,,,1,
3641,2019-12-21,99.0,92.0,68.0,9.6,0.9,2.7,-0.3,18.8,16.8,0.0,,,,,1,
3642,2019-12-22,99.0,85.0,59.0,1.4,0.2,3.0,-2.1,19.6,17.6,0.0,2.4,17.2,710.0,0.0,0,
3643,2019-12-23,96.0,74.0,38.0,0.8,-0.6,1.3,-2.0,20.4,18.4,0.0,2.7,20.2,360.0,10.0,1,
3644,2019-12-24,97.0,64.0,20.0,3.4,3.7,7.9,0.7,15.7,13.7,0.0,2.3,14.6,500.0,30.0,1,
3645,2019-12-25,42.0,15.0,6.0,0.0,6.7,9.3,0.7,15.0,13.0,0.0,4.2,18.1,840.0,10.0,0,
3646,2019-12-26,58.0,29.0,6.0,0.0,4.3,9.6,0.4,15.0,13.0,0.0,1.9,13.1,360.0,10.0,0,
3647,2019-12-27,98.0,61.0,38.0,0.6,3.0,4.7,1.1,17.1,15.1,0.0,1.8,12.1,330.0,10.0,1,
3648,2019-12-28,60.0,37.0,26.0,0.0,2.1,6.7,-1.0,17.2,15.2,0.0,1.2,3.9,720.0,80.0,1,
3649,2019-12-29,41.0,31.0,24.0,0.0,4.0,8.3,-0.3,16.0,14.0,0.0,1.3,2.7,1050.0,30.0,0,
3650,2019-12-30,52.0,43.0,33.0,0.0,2.8,6.3,0.1,16.8,14.8,0.0,1.2,3.2,920.0,40.0,0,
3651,2019-12-31,49.0,39.0,27.0,0.0,5.0,9.2,1.0,14.9,12.9,0.0,1.2,2.7,840.0,20.0,0,
3652,2020-01-01,53.0,37.0,26.0,0.0,4.9,9.7,0.3,15.0,13.0,0.0,1.4,3.0,1080.0,50.0,1,
3653,2020-01-02,61.0,51.0,39.0,0.0,1.6,6.2,-1.1,17.5,15.5,0.0,1.1,2.7,820.0,50.0,1,
3654,2020-01-03,51.0,36.0,24.0,0.0,5.5,8.9,2.6,14.3,12.3,0.0,1.3,9.7,290.0,40.0,1,
3655,2020-01-04,50.0,33.0,22.0,0.0,6.1,9.1,2.9,14.0,12.0,0.0,1.6,14.7,190.0,50.0,1,
3656,2020-01-05,59.0,39.0,17.0,0.0,4.3,7.7,0.3,16.0,14.0,0.0,1.2,8.3,480.0,70.0,1,
3657,2020-01-06,60.0,47.0,28.0,0.0,2.8,7.3,-0.2,16.5,14.5,0.0,1.1,7.2,620.0,40.0,0,
3658,2020-01-07,47.0,26.0,9.0,0.0,6.1,9.8,0.5,14.9,12.9,0.0,2.9,19.5,600.0,20.0,1,
3659,2020-01-08,46.0,38.0,27.0,0.0,3.2,8.5,-0.9,16.2,14.2,0.0,1.2,3.3,1010.0,50.0,1,
3660,2020-01-09,49.0,39.0,27.0,0.0,4.3,8.8,0.3,15.5,13.5,0.0,1.2,3.4,860.0,60.0,0,
3661,2020-01-10,61.0,49.0,35.0,0.0,1.6,5.3,-0.4,17.6,15.6,0.0,1.3,9.5,300.0,70.0,1,
3662,2020-01-11,60.0,37.0,22.0,0.0,0.6,7.0,-1.7,17.4,15.4,0.0,1.2,3.4,950.0,40.0,1,
3663,2020-01-12,40.0,29.0,19.0,0.0,2.2,7.7,-1.8,17.1,15.1,0.0,1.4,10.5,740.0,10.0,1,
3664,2020-01-13,64.0,43.0,23.0,0.0,0.7,6.1,-2.8,18.4,16.4,0.0,1.0,2.3,780.0,40.0,1,
3665,2020-01-14,76.0,56.0,35.0,0.0,-1.6,4.3,-3.8,19.8,17.8,0.0,0.8,2.3,660.0,80.0,1,
3666,2020-01-15,79.0,65.0,43.0,0.0,-1.3,4.4,-3.9,19.8,17.8,0.0,0.7,3.3,580.0,90.0,0,
3667,2020-01-16,79.0,65.0,45.0,0.0,-0.5,5.4,-2.2,18.4,16.4,0.0,1.1,2.5,910.0,40.0,1,
3668,2020-01-17,99.0,71.0,51.0,5.0,-0.3,4.1,-2.6,19.3,17.3,0.0,,,,,1,
3669,2020-01-18,60.0,31.0,17.0,0.0,-1.2,1.4,-5.1,21.9,19.9,0.0,2.2,12.7,400.0,0.0,1,
3670,2020-01-19,62.0,44.0,22.0,0.0,-4.6,-1.1,-6.8,24.0,22.0,0.0,1.2,4.4,720.0,10.0,1,
3671,2020-01-20,76.0,64.0,54.0,0.0,-5.3,-3.6,-6.9,25.3,23.3,0.0,1.0,3.2,420.0,20.0,0,
3672,2020-01-21,71.0,48.0,36.0,0.0,-2.7,1.1,-7.0,23.0,21.0,0.0,0.9,2.8,510.0,120.0,1,
3673,2020-01-22,45.0,34.0,18.0,0.0,1.6,7.2,-1.9,17.4,15.4,0.0,1.2,3.1,720.0,10.0,0,
3674,2020-01-23,54.0,47.0,39.0,0.0,1.8,5.3,-1.1,17.9,15.9,0.0,1.2,3.8,840.0,50.0,1,
3675,2020-01-24,87.0,62.0,42.0,0.0,0.3,3.9,-2.8,19.5,17.5,0.0,0.9,4.0,650.0,100.0,1,
3676,2020-01-25,86.0,70.0,46.0,0.0,-0.6,5.0,-2.8,18.9,16.9,0.0,0.9,4.4,,190.0,0,
3677,2020-01-26,83.0,72.0,62.0,0.0,0.1,3.7,-2.7,19.5,17.5,0.0,0.8,3.7,,100.0,1,
3678,2020-01-27,99.0,70.0,40.0,1.4,0.3,3.7,-1.9,19.1,17.1,0.0,0.9,4.0,520.0,60.0,0,
3679,2020-01-28,99.0,80.0,51.0,1.4,0.1,2.8,-2.1,19.7,17.7,0.0,1.9,18.0,480.0,0.0,1,
3680,2020-01-29,78.0,59.0,29.0,0.0,1.0,4.1,-0.8,18.4,16.4,0.0,2.2,14.0,510.0,0.0,0,
3681,2020-01-30,78.0,41.0,18.0,0.0,3.9,6.3,1.7,16.0,14.0,0.0,1.3,12.4,260.0,110.0,0,
3682,2020-01-31,77.0,63.0,46.0,0.0,6.9,10.9,4.0,12.6,10.6,0.0,1.4,9.2,410.0,10.0,1,
3683,2020-02-01,82.0,69.0,45.0,0.0,5.0,8.6,2.2,14.6,12.6,0.0,1.9,12.7,430.0,40.0,1,
3684,2020-02-02,95.0,63.0,38.0,9.2,8.0,11.1,5.2,11.9,9.9,0.0,3.0,14.8,810.0,0.0,0,
3685,2020-02-03,51.0,41.0,33.0,0.0,10.2,11.6,8.8,9.8,7.8,0.0,3.7,17.8,720.0,0.0,0,
3686,2020-02-04,85.0,59.0,33.0,2.0,0.5,10.6,-4.5,17.0,15.0,0.0,4.1,25.6,460.0,0.0,1,
3687,2020-02-05,57.0,36.0,15.0,0.0,0.2,5.4,-2.8,18.7,16.7,0.0,2.3,18.2,390.0,0.0,1,
3688,2020-02-06,55.0,36.0,22.0,0.0,1.2,4.9,-1.2,18.2,16.2,0.0,1.1,2.8,720.0,40.0,1,
3689,2020-02-07,45.0,30.0,16.0,0.0,2.5,7.6,-1.3,16.9,14.9,0.0,1.3,5.1,950.0,20.0,1,
3690,2020-02-08,80.0,48.0,30.0,0.0,-0.2,6.1,-2.6,18.3,16.3,0.0,0.9,3.5,730.0,70.0,0,
3691,2020-02-09,76.0,50.0,28.0,0.0,0.6,6.3,-2.7,18.2,16.2,0.0,0.9,3.0,590.0,90.0,1,
3692,2020-02-10,88.0,51.0,25.0,0.4,6.3,10.0,0.9,14.6,12.6,0.0,3.3,18.2,680.0,40.0,1,
3693,2020-02-11,91.0,66.0,37.0,3.8,1.8,5.1,-1.2,18.1,16.1,0.0,3.6,18.6,1000.0,0.0,1,
3694,2020-02-12,45.0,27.0,12.0,0.0,0.0,2.9,-2.0,19.6,17.6,0.0,2.2,12.2,340.0,30.0,1,
3695,2020-02-13,97.0,55.0,23.0,1.6,0.8,6.0,-2.3,18.2,16.2,0.0,1.4,12.9,500.0,10.0,1,
3696,2020-02-14,60.0,33.0,18.0,0.0,4.0,8.6,1.0,15.2,13.2,0.0,3.0,18.4,370.0,0.0,1,
3697,2020-02-15,50.0,34.0,22.0,0.0,4.0,10.4,0.4,14.6,12.6,0.0,1.3,4.7,890.0,20.0,0,
3698,2020-02-16,78.0,49.0,27.0,0.0,4.5,7.5,1.5,15.5,13.5,0.0,1.1,3.1,730.0,50.0,1,
3699,2020-02-17,86.0,68.0,42.0,0.0,4.1,7.5,0.7,15.9,13.9,0.0,1.4,10.9,400.0,20.0,1,
3700,2020-02-18,54.0,33.0,10.0,0.0,2.2,7.3,-0.9,16.8,14.8,0.0,1.6,13.1,260.0,40.0,0,
3701,2020-02-19,70.0,47.0,23.0,0.0,0.6,2.6,-1.7,19.6,17.6,0.0,3.4,15.7,520.0,0.0,1,
3702,2020-02-20,63.0,43.0,26.0,0.0,3.6,9.1,-1.6,16.3,14.3,0.0,1.7,12.4,250.0,60.0,1,
3703,2020-02-21,50.0,29.0,11.0,0.0,6.2,10.3,2.1,13.8,11.8,0.0,2.1,14.4,460.0,10.0,0,
3704,2020-02-22,47.0,34.0,23.0,0.0,7.5,12.9,1.4,12.9,10.9,0.0,1.2,8.0,370.0,60.0,1,
3705,2020-02-23,54.0,33.0,19.0,0.0,11.4,14.7,8.6,8.4,6.4,0.0,2.5,15.6,560.0,0.0,1,
3706,2020-02-24,32.0,19.0,11.0,0.0,12.0,16.1,7.4,8.3,6.3,0.0,1.8,12.9,580.0,0.0,0,
3707,2020-02-25,61.0,35.0,16.0,0.0,6.1,9.7,1.3,14.5,12.5,0.0,2.1,10.8,590.0,0.0,1,
3708,2020-02-26,94.0,75.0,49.0,0.6,-4.1,1.2,-6.7,22.8,20.8,0.0,2.6,18.4,600.0,0.0,1,
3709,2020-02-27,98.0,74.0,27.0,2.6,-3.5,0.8,-6.5,22.9,20.9,0.0,2.2,15.6,430.0,0.0,0,
3710,2020-02-28,63.0,32.0,6.0,0.0,1.4,7.9,-4.4,18.3,16.3,0.0,2.4,14.3,370.0,40.0,1,
3711,2020-02-29,99.0,68.0,46.0,3.8,-1.5,1.0,-3.2,21.1,19.1,0.0,0.6,4.4,,110.0,0,
3712,2020-03-01,99.0,76.0,34.0,0.8,1.4,4.8,-3.1,19.2,17.2,0.0,1.2,9.4,180.0,70.0,0,
3713,2020-03-02,99.0,91.0,42.0,30.4,-1.5,1.2,-2.6,20.7,18.7,0.0,,,,,0,
3714,2020-03-03,64.0,42.0,17.0,0.0,-2.1,0.9,-4.0,21.6,19.6,0.0,2.4,13.7,520.0,0.0,0,
3715,2020-03-04,65.0,39.0,10.0,0.0,0.3,5.7,-4.5,19.4,17.4,0.0,1.8,12.8,290.0,80.0,0,
3716,2020-03-05,99.0,95.0,51.0,12.8,-1.9,1.4,-3.2,20.9,18.9,0.0,,,,,0,
3717,2020-03-06,95.0,55.0,29.0,0.0,-0.6,1.5,-1.9,20.2,18.2,0.0,2.2,10.6,610.0,0.0,0,
3718,2020-03-07,61.0,49.0,40.0,0.0,-1.2,1.6,-4.1,21.3,19.3,0.0,2.1,11.5,440.0,20.0,0,
3719,2020-03-08,51.0,39.0,28.0,0.0,1.4,7.3,-4.0,18.4,16.4,0.0,1.2,5.7,470.0,30.0,1,
3720,2020-03-09,88.0,54.0,40.0,0.0,0.4,2.8,-2.1,19.7,17.7,0.0,2.6,12.5,530.0,0.0,0,
3721,2020-03-10,66.0,52.0,17.0,0.0,5.7,10.5,-3.3,16.4,14.4,0.0,3.1,15.1,570.0,10.0,0,
3722,2020-03-11,59.0,43.0,15.0,0.0,11.8,16.6,8.8,7.3,5.3,0.0,1.7,11.0,370.0,10.0,0,
3723,2020-03-12,91.0,48.0,32.0,1.8,10.9,15.3,6.1,9.3,7.3,0.0,1.7,7.9,450.0,0.0,0,
3724,2020-03-13,97.0,43.0,14.0,5.6,7.2,10.9,2.6,13.3,11.3,0.0,1.9,9.0,360.0,10.0,0,
3725,2020-03-14,93.0,50.0,29.0,0.0,3.6,8.0,-0.9,16.5,14.5,0.0,1.6,9.2,360.0,10.0,0,
3726,2020-03-15,99.0,86.0,70.0,0.0,-0.2,2.2,-1.4,19.6,17.6,0.0,0.9,3.3,490.0,0.0,0,
3727,2020-03-16,99.0,86.0,67.0,0.0,0.6,4.3,-1.5,18.6,16.6,0.0,,,,,0,
3728,2020-03-17,92.0,58.0,22.0,0.0,5.2,13.4,-1.1,13.9,11.9,0.0,1.3,6.3,660.0,40.0,0,
3729,2020-03-18,84.0,56.0,36.0,0.0,6.8,12.2,3.2,12.3,10.3,0.0,1.4,4.9,750.0,50.0,0,
3730,2020-03-19,84.0,62.0,38.0,0.0,6.1,12.2,2.4,12.7,10.7,0.0,1.5,7.9,830.0,40.0,0,
3731,2020-03-20,85.0,68.0,44.0,0.0,4.3,8.7,1.5,14.9,12.9,0.0,1.1,6.4,710.0,80.0,0,
3732,2020-03-21,85.0,62.0,36.0,0.0,5.4,11.1,1.0,14.0,12.0,0.0,1.3,7.1,500.0,180.0,0,
3733,2020-03-22,99.0,89.0,76.0,0.0,2.7,4.2,0.6,17.6,15.6,0.0,,,,,0,
3734,2020-03-23,99.0,98.0,82.0,0.0,-2.1,1.7,-5.5,21.9,19.9,0.0,1.1,6.3,210.0,0.0,0,
3735,2020-03-24,99.0,83.0,40.0,0.0,-4.9,-1.7,-6.0,23.9,21.9,0.0,1.0,5.5,320.0,0.0,0,
3736,2020-03-25,97.0,72.0,42.0,0.0,-5.8,-3.1,-8.4,25.8,23.8,0.0,1.1,5.5,510.0,0.0,0,
3737,2020-03-26,99.0,85.0,50.0,2.6,-5.0,-1.9,-8.6,25.3,23.3,0.0,1.1,7.6,330.0,0.0,0,
3738,2020-03-27,99.0,99.0,95.0,1.4,-1.1,0.6,-3.3,21.4,19.4,0.0,,,,,0,
3739,2020-03-28,99.0,71.0,42.0,0.0,4.3,9.0,-0.8,15.9,13.9,0.0,0.8,3.8,460.0,120.0,0,
3740,2020-03-29,93.0,56.0,31.0,0.0,5.5,9.5,1.7,14.4,12.4,0.0,1.1,4.6,460.0,10.0,0,
3741,2020-03-30,99.0,90.0,69.0,0.0,2.5,5.8,0.6,16.8,14.8,0.0,,,,,0,
3742,2020-03-31,99.0,96.0,81.0,0.0,-1.2,1.6,-3.6,21.0,19.0,0.0,1.0,4.4,450.0,0.0,0,
3743,2020-04-01,99.0,92.0,75.0,0.0,-2.2,2.3,-4.1,20.9,18.9,0.0,,,,,0,
3744,2020-04-02,99.0,81.0,51.0,0.0,0.1,5.5,-4.1,19.3,17.3,0.0,1.3,4.9,260.0,30.0,0,
3745,2020-04-03,78.0,53.0,34.0,0.0,3.7,9.2,0.3,15.3,13.3,0.0,1.4,7.7,400.0,60.0,0,
3746,2020-04-04,78.0,59.0,37.0,0.0,4.6,11.7,-0.1,14.2,12.2,0.0,1.5,6.5,740.0,30.0,0,
3747,2020-04-05,80.0,64.0,45.0,0.0,4.3,9.6,0.3,15.1,13.1,0.0,1.5,7.6,650.0,40.0,0,
3748,2020-04-06,69.0,52.0,33.0,0.0,5.2,11.2,0.4,14.2,12.2,0.0,1.6,8.7,730.0,30.0,0,
3749,2020-04-07,70.0,44.0,24.0,0.0,6.8,12.7,2.0,12.7,10.7,0.0,2.0,10.0,630.0,10.0,0,
3750,2020-04-08,57.0,40.0,21.0,0.0,7.1,13.1,2.2,12.4,10.4,0.0,1.7,9.7,760.0,20.0,0,
3751,2020-04-09,57.0,36.0,18.0,0.0,8.2,15.1,3.0,11.0,9.0,0.0,1.7,8.0,800.0,20.0,0,
3752,2020-04-10,51.0,36.0,21.0,0.0,9.1,14.8,4.7,10.3,8.3,0.0,2.1,10.3,770.0,30.0,0,
3753,2020-04-11,48.0,34.0,16.0,0.0,9.7,16.6,4.9,9.3,7.3,0.0,1.7,8.5,770.0,10.0,0,
3754,2020-04-12,54.0,40.0,25.0,0.0,9.0,13.9,4.8,10.7,8.7,0.0,1.9,9.3,610.0,10.0,0,
3755,2020-04-13,59.0,44.0,25.0,0.0,7.9,12.9,4.4,11.4,9.4,0.0,1.7,8.8,520.0,30.0,0,
3756,2020-04-14,87.0,42.0,15.0,0.0,9.5,15.7,3.1,10.6,8.6,0.0,1.3,7.4,190.0,30.0,0,
3757,2020-04-15,97.0,75.0,45.0,0.0,4.8,11.6,0.5,14.0,12.0,0.0,1.2,4.5,370.0,20.0,0,
3758,2020-04-16,80.0,48.0,21.0,0.0,8.0,15.5,1.9,11.3,9.3,0.0,1.4,5.7,470.0,70.0,0,
3759,2020-04-17,69.0,53.0,32.0,0.0,9.7,14.9,5.1,10.0,8.0,0.0,1.3,6.9,610.0,20.0,0,
3760,2020-04-18,71.0,51.0,28.0,0.0,11.2,17.5,6.2,8.2,6.2,0.0,1.5,7.6,570.0,60.0,0,
3761,2020-04-19,99.0,81.0,61.0,2.8,8.1,10.7,6.1,11.6,9.6,0.0,0.9,3.4,260.0,160.0,0,
3762,2020-04-20,99.0,95.0,81.0,0.4,6.0,8.0,3.9,14.1,12.1,0.0,0.5,3.8,230.0,380.0,0,
3763,2020-04-21,99.0,98.0,94.0,5.2,2.1,3.9,0.0,18.1,16.1,0.0,0.8,2.9,480.0,40.0,0,
3764,2020-04-22,99.0,72.0,38.0,0.0,4.2,9.7,0.3,15.0,13.0,0.0,1.3,8.4,390.0,10.0,0,
3765,2020-04-23,84.0,48.0,18.0,0.0,8.4,14.9,2.7,11.2,9.2,0.0,1.7,8.5,740.0,40.0,0,
3766,2020-04-24,83.0,49.0,27.0,0.0,10.5,15.5,4.7,9.9,7.9,0.0,1.8,7.9,340.0,20.0,0,
3767,2020-04-25,84.0,52.0,27.0,0.6,11.2,15.8,7.4,8.4,6.4,0.0,1.7,12.5,320.0,20.0,0,
3768,2020-04-26,97.0,78.0,55.0,0.4,9.3,14.1,6.9,9.5,7.5,0.0,1.3,6.5,410.0,30.0,0,
3769,2020-04-27,99.0,79.0,46.0,2.6,8.9,13.5,5.9,10.3,8.3,0.0,1.0,6.2,290.0,120.0,0,
3770,2020-04-28,99.0,95.0,81.0,6.4,5.8,8.8,3.9,13.7,11.7,0.0,0.9,7.0,290.0,200.0,0,
3771,2020-04-29,84.0,52.0,37.0,0.0,6.8,11.3,3.2,12.8,10.8,0.0,1.8,9.3,420.0,10.0,0,
3772,2020-04-30,89.0,71.0,54.0,1.0,6.0,7.7,3.3,14.5,12.5,0.0,1.1,9.6,240.0,20.0,0,
3773,2020-05-01,97.0,90.0,58.0,15.8,3.8,6.6,0.7,16.4,14.4,0.0,0.9,8.0,230.0,70.0,0,
3774,2020-05-02,98.0,82.0,47.0,12.0,6.4,11.6,3.2,12.6,10.6,0.0,1.2,8.5,310.0,50.0,0,
3775,2020-05-03,97.0,58.0,39.0,0.0,9.9,13.7,4.5,10.9,8.9,0.0,2.1,16.7,440.0,0.0,0,
3776,2020-05-04,81.0,59.0,35.0,0.0,10.8,17.9,4.9,8.6,6.6,0.0,1.5,5.4,490.0,20.0,0,
3777,2020-05-05,73.0,54.0,36.0,0.0,13.8,19.6,9.3,5.6,3.6,0.0,1.8,12.5,410.0,20.0,0,
3778,2020-05-06,90.0,47.0,29.0,0.0,12.1,15.9,7.0,8.6,6.6,0.0,1.8,10.6,380.0,0.0,0,
3779,2020-05-07,92.0,71.0,39.0,0.0,11.3,17.2,5.2,8.8,6.8,0.0,1.6,5.5,610.0,30.0,0,
3780,2020-05-08,96.0,78.0,58.0,0.0,11.4,16.3,7.0,8.4,6.4,0.0,1.4,5.6,440.0,60.0,0,
3781,2020-05-09,97.0,80.0,53.0,8.6,11.0,17.0,6.3,8.4,6.4,0.0,1.4,6.7,410.0,40.0,0,
3782,2020-05-10,99.0,98.0,88.0,18.4,6.3,8.2,5.0,13.4,11.4,0.0,0.9,3.5,290.0,50.0,0,
3783,2020-05-11,99.0,93.0,76.0,13.4,6.3,10.1,3.2,13.4,11.4,0.0,0.9,5.2,210.0,120.0,0,
3784,2020-05-12,99.0,78.0,46.0,0.4,9.7,15.0,5.6,9.7,7.7,0.0,1.3,8.4,430.0,30.0,1,
3785,2020-05-13,99.0,98.0,88.0,12.0,7.0,8.0,6.0,13.0,11.0,0.0,0.7,4.9,260.0,190.0,0,
3786,2020-05-14,99.0,90.0,59.0,13.8,7.8,13.2,4.2,11.3,9.3,0.0,1.4,6.3,370.0,30.0,0,
3787,2020-05-15,99.0,87.0,58.0,1.4,8.7,12.8,4.7,11.3,9.3,0.0,1.0,5.2,190.0,120.0,0,
3788,2020-05-16,99.0,90.0,70.0,0.2,9.1,13.2,6.8,10.0,8.0,0.0,1.0,6.0,300.0,150.0,0,
3789,2020-05-17,99.0,93.0,75.0,1.2,8.8,12.3,7.1,10.3,8.3,0.0,0.9,3.9,390.0,130.0,0,
3790,2020-05-18,99.0,77.0,40.0,2.4,11.7,17.4,8.2,7.2,5.2,0.0,1.2,8.7,250.0,100.0,0,
3791,2020-05-19,99.0,78.0,48.0,0.4,11.3,16.9,6.9,8.1,6.1,0.0,1.3,6.7,330.0,70.0,0,
3792,2020-05-20,94.0,55.0,32.0,0.0,14.3,20.1,7.8,6.1,4.1,0.0,1.8,7.8,260.0,0.0,0,
3793,2020-05-21,80.0,56.0,32.0,0.0,14.9,20.8,8.3,5.5,3.5,0.0,1.4,7.0,460.0,20.0,0,
3794,2020-05-22,93.0,44.0,12.0,0.0,16.4,22.0,10.7,3.7,0.0,0.0,1.5,6.9,420.0,0.0,0,
3795,2020-05-23,90.0,60.0,33.0,2.8,13.9,21.9,8.0,5.1,3.1,0.0,1.9,16.0,320.0,0.0,0,
3796,2020-05-24,81.0,41.0,12.0,0.0,11.9,17.8,6.4,7.9,5.9,0.0,1.3,8.3,310.0,40.0,0,
3797,2020-05-25,83.0,55.0,28.0,0.0,13.0,18.7,6.4,7.5,5.5,0.0,1.4,6.5,400.0,10.0,0,
3798,2020-05-26,94.0,61.0,35.0,0.0,12.8,19.3,8.1,6.3,4.3,0.0,1.5,6.7,380.0,90.0,0,
3799,2020-05-27,91.0,75.0,45.0,0.0,11.0,16.7,7.4,8.0,6.0,0.0,1.3,5.6,380.0,20.0,0,
3800,2020-05-28,92.0,60.0,26.0,0.0,12.9,19.2,7.5,6.7,4.7,0.0,1.4,7.9,360.0,10.0,0,
3801,2020-05-29,96.0,82.0,62.0,0.0,7.2,10.6,3.9,12.8,10.8,0.0,1.1,5.2,490.0,70.0,0,
3802,2020-05-30,92.0,68.0,35.0,0.0,9.2,16.1,3.2,10.4,8.4,0.0,1.3,6.9,400.0,80.0,0,
3803,2020-05-31,96.0,79.0,54.0,0.0,9.9,15.5,5.5,9.5,7.5,0.0,1.3,7.6,340.0,40.0,0,
3804,2020-06-01,94.0,75.0,46.0,0.8,11.1,17.5,6.6,8.0,6.0,0.0,1.7,8.1,490.0,20.0,0,
